facility_id,facility_name,city,zip,inspection_date,n_violations,n_critical,n_categories,has_temperature,has_handwashing,has_pests,has_sourcing,has_permit,prior_visits,prior_viol_sum,prior_crit_sum,prior_viol_avg,days_since_last,month,dow,is_summer,tmax,tmin,tavg,prcp,target_critical
FA0000046,PEACH & PINE,SAINT JAMES,11780.0,2024-10-07 13:31:00,2,1,2,0,0,0,0,1,0,0,0,0.0,-1.0,10,0,0,76.0,56.0,66.0,0.12,0
FA0000046,PEACH & PINE,SAINT JAMES,11780.0,2025-11-07 16:28:00,5,4,3,1,1,0,0,1,1,2,1,2.0,396.0,11,4,0,,,,,0
FA0000049,CHIPOTLE MEXICAN GRILL #2765,HAUPPAUGE,11788.0,2024-02-06 20:52:00,3,3,3,1,1,0,0,1,0,0,0,0.0,-1.0,2,1,0,40.0,25.0,32.5,0.0,0
FA0000049,CHIPOTLE MEXICAN GRILL #2765,HAUPPAUGE,11788.0,2025-01-23 20:11:00,3,2,2,0,1,0,0,0,1,3,3,3.0,351.0,1,3,0,,,,,0
FA0000056,SUBURBAN EATS,MELVILLE,11747.0,2025-01-21 20:42:00,11,8,4,1,1,0,0,1,0,0,0,0.0,-1.0,1,1,0,,,,,0
FA0000057,FLOUR SHOPPE CAFE,BAY SHORE,11706.0,2024-01-04 16:33:00,22,15,5,1,1,0,0,1,0,0,0,0.0,-1.0,1,3,0,44.0,29.0,36.5,0.0,1
FA0000058,SPLISH SPLASH DIP-N-DOTS #1,CALVERTON,11933.0,2024-07-19 19:42:00,1,1,1,0,1,0,0,0,0,0,0,0.0,-1.0,7,4,1,83.0,66.0,74.5,0.0,0
FA0000059,ARLO,NORTHPORT,11768.0,2024-08-17 22:28:00,26,15,6,1,1,0,0,1,0,0,0,0.0,-1.0,8,5,1,78.0,66.0,72.0,0.0,1
FA0000060,DEL FUEGO,BABYLON,11702.0,2024-09-09 19:21:00,21,12,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,0,0,76.0,49.0,62.5,0.0,1
FA0000060,DEL FUEGO,BABYLON,11702.0,2025-10-23 20:37:00,15,8,5,1,1,0,0,1,1,21,12,21.0,409.0,10,3,0,,,,,0
FA0000061,THE MELTING POT,FARMINGDALE,11735.0,2025-02-19 22:08:00,8,5,3,0,1,0,0,1,0,0,0,0.0,-1.0,2,2,0,,,,,0
FA0000062,MIKO JAPANESE,EAST NORTHPORT,11731.0,2024-02-27 21:14:00,31,16,6,1,1,0,0,1,0,0,0,0.0,-1.0,2,1,0,54.0,31.0,42.5,0.62,1
FA0000063,STORYVILLE/FINLEY'S,HUNTINGTON,11743.0,2024-09-13 23:00:00,27,17,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,4,0,80.0,53.0,66.5,0.0,1
FA0000063,MIGHTY FINE,HUNTINGTON,11743.0,2025-12-05 20:59:00,13,5,4,1,0,0,0,1,1,27,17,27.0,447.0,12,4,0,,,,,0
FA0000067,FRONT STREET STATION,GREENPORT,11944.0,2024-03-28 17:48:00,14,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,3,3,0,51.0,42.0,46.5,1.57,0
FA0000067,FRONT STREET STATION,GREENPORT,11944.0,2025-11-20 20:30:00,16,9,4,1,0,0,0,1,1,14,9,14.0,602.0,11,3,0,,,,,0
FA0000068,MAVERICKS MONTAUK,MONTAUK,11954.0,2024-08-28 21:58:00,16,12,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,2,1,91.0,72.0,81.5,0.0,0
FA0000068,MAVERICKS MONTAUK,MONTAUK,11954.0,2025-07-29 22:07:00,19,9,5,1,1,0,0,1,1,16,12,16.0,335.0,7,1,1,,,,,1
FA0000069,TBAR SOUTHAMPTON,SOUTHAMPTON,11968.0,2024-08-21 16:27:00,31,13,7,1,1,0,0,1,0,0,0,0.0,-1.0,8,2,1,75.0,53.0,64.0,0.0,1
FA0000069,TBAR SOUTHAMPTON,SOUTHAMPTON,11968.0,2025-07-31 23:30:00,20,8,5,1,1,0,0,1,1,31,13,31.0,344.0,7,3,1,,,,,1
FA0000070,JAMESPORT MANOR INN,JAMESPORT,11947.0,2024-04-19 21:07:00,18,10,5,1,1,0,0,1,0,0,0,0.0,-1.0,4,4,0,54.0,45.0,49.5,0.0,1
FA0000070,18 BAY,JAMESPORT,11947.0,2025-12-05 22:50:00,19,15,5,1,1,0,0,1,1,18,10,18.0,595.0,12,4,0,,,,,1
FA0000071,THE FRISKY OYSTER,GREENPORT,11944.0,2025-10-29 22:00:00,11,4,5,1,1,0,0,1,0,0,0,0.0,-1.0,10,2,0,,,,,0
FA0000072,FROGZZ BAR N GRILL,YAPHANK,11980.0,2025-03-21 17:18:00,15,6,5,1,1,0,0,1,0,0,0,0.0,-1.0,3,4,0,,,,,0
FA0000072,FROGZZ BAR N GRILL,YAPHANK,11980.0,2025-06-26 18:34:00,9,5,4,1,1,0,0,1,1,15,6,15.0,97.0,6,3,1,,,,,0
FA0000079,LAS LAJAS DELI,HUNTINGTON STATION,11746.0,2024-10-02 04:00:00,21,8,5,1,1,0,0,1,0,0,0,0.0,-1.0,10,2,0,69.0,50.0,59.5,0.0,1
FA0000079,LAS LAJAS DELI,HUNTINGTON STATION,11746.0,2025-11-12 16:03:00,13,5,4,1,1,0,0,1,1,21,8,21.0,406.0,11,2,0,,,,,0
FA0000080,GREEK ORTHODOX CHURCH OF THE HAMPTONS,SOUTHAMPTON,11968.0,2024-09-09 19:26:00,12,5,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,0,0,76.0,49.0,62.5,0.0,0
FA0000080,GREEK ORTHODOX CHURCH OF THE HAMPTONS,SOUTHAMPTON,11968.0,2025-03-24 19:44:00,10,2,5,1,1,0,0,1,1,12,5,12.0,196.0,3,0,0,,,,,0
FA0000081,SPECIAL CUP,HUNTINGTON,11743.0,2024-05-08 14:57:00,12,6,4,1,1,0,0,1,0,0,0,0.0,-1.0,5,2,0,68.0,60.0,64.0,0.32,0
FA0000081,SPECIAL CUP,HUNTINGTON,11743.0,2025-08-07 17:05:00,19,8,5,1,1,0,0,1,1,12,6,12.0,456.0,8,3,1,,,,,1
FA0000083,CULINARY STUDIO,HUNTINGTON,11743.0,2024-10-21 17:04:00,17,8,6,1,1,0,0,1,0,0,0,0.0,-1.0,10,0,0,77.0,41.0,59.0,0.0,1
FA0000084,PIETRO,SAINT JAMES,11780.0,2024-02-08 22:43:00,20,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,3,0,48.0,25.0,36.5,0.0,1
FA0000084,PIETRO,SAINT JAMES,11780.0,2025-09-03 21:28:00,19,8,5,1,1,0,0,1,1,20,9,20.0,572.0,9,2,0,,,,,1
FA0000085,SOUTHSIDE FISH 'N CLAM,LINDENHURST,11757.0,2024-09-18 19:16:00,11,8,4,1,1,0,0,1,0,0,0,0.0,-1.0,9,2,0,76.0,62.0,69.0,0.0,0
FA0000085,SOUTHSIDE FISH AND CLAM,LINDENHURST,11757.0,2024-11-18 05:00:00,16,10,5,1,1,0,0,1,1,11,8,11.0,60.0,11,0,0,66.0,39.0,52.5,0.0,0
FA0000088,RUMBA INSPIRED ISLAND CUISINE,HAMPTON BAYS,11946.0,2024-10-29 20:35:00,23,15,6,1,1,0,0,1,0,0,0,0.0,-1.0,10,1,0,64.0,53.0,58.5,0.0,1
FA0000088,RUMBA INSPIRED ISLAND CUISINE,HAMPTON BAYS,11946.0,2025-10-22 20:54:00,18,12,7,1,1,0,0,1,1,23,15,23.0,358.0,10,2,0,,,,,1
FA0000089,EL TACO OLE,MONTAUK,11954.0,2024-03-29 22:03:00,19,10,5,1,1,0,0,1,0,0,0,0.0,-1.0,3,4,0,56.0,40.0,48.0,0.01,1
FA0000089,EL TACO OLE,MONTAUK,11954.0,2025-04-04 22:07:00,18,7,6,1,1,0,0,1,1,19,10,19.0,371.0,4,4,0,,,,,1
FA0000090,NEW MOON CAFE LTD.,EAST QUOGUE,11942.0,2024-04-07 16:48:00,9,5,5,1,1,0,0,1,0,0,0,0.0,-1.0,4,6,0,53.0,39.0,46.0,0.0,0
FA0000091,COCHE COMEDOR,AMAGANSETT,11930.0,2024-04-02 15:13:00,22,10,7,1,1,0,0,1,0,0,0,0.0,-1.0,4,1,0,49.0,37.0,43.0,0.6,1
FA0000091,COCHE COMEDOR,AMAGANSETT,11930.0,2025-02-26 21:57:00,12,5,6,1,1,0,0,1,1,22,10,22.0,330.0,2,2,0,,,,,0
FA0000092,THE BIRCHWOOD OF POLISH TOWN,RIVERHEAD,11901.0,2025-03-18 19:40:00,13,4,5,1,0,0,0,1,0,0,0,0.0,-1.0,3,1,0,,,,,0
FA0000094,"BRIERMERE FARMS, LLC",RIVERHEAD,11901.0,2024-05-23 14:52:00,1,1,1,0,1,0,0,0,0,0,0,0.0,-1.0,5,3,0,76.0,61.0,68.5,0.8,0
FA0000094,"BRIERMERE FARMS, LLC",RIVERHEAD,11901.0,2025-04-14 15:40:00,8,2,4,0,0,0,0,1,1,1,1,1.0,326.0,4,0,0,,,,,0
FA0000095,TAP ROOM,PATCHOGUE,11772.0,2024-05-21 19:41:00,23,9,6,1,1,0,0,1,0,0,0,0.0,-1.0,5,1,0,67.0,52.0,59.5,0.0,1
FA0000095,TAP ROOM PATCHOGUE,PATCHOGUE,11772.0,2025-05-13 19:32:00,24,8,6,1,1,0,0,1,1,23,9,23.0,356.0,5,1,0,,,,,1
FA0000096,ANTHONY'S COAL FIRED PIZZA,COMMACK,11725.0,2024-04-01 18:13:00,19,14,5,1,1,0,0,1,0,0,0,0.0,-1.0,4,0,0,56.0,39.0,47.5,0.0,1
FA0000096,ANTHONY'S COAL FIRED PIZZA,COMMACK,11725.0,2025-01-24 20:29:00,15,7,7,1,1,0,0,1,1,19,14,19.0,298.0,1,4,0,,,,,0
FA0000098,SAXTON MIDDLE SCHOOL,PATCHOGUE,11772.0,2024-04-12 14:04:00,3,1,2,0,1,0,0,0,0,0,0,0.0,-1.0,4,4,0,61.0,51.0,56.0,0.73,0
FA0000099,PATCHOGUE MEDFORD HIGH SCHOOL,MEDFORD,11763.0,2024-03-20 13:14:00,3,3,2,1,1,0,0,0,0,0,0,0.0,-1.0,3,2,0,55.0,34.0,44.5,0.04,0
FA0000099,PATCHOGUE MEDFORD HIGH SCHOOL,MEDFORD,11763.0,2025-04-24 15:22:00,3,0,2,0,0,0,0,1,1,3,3,3.0,400.0,4,3,0,,,,,0
FA0000100,FIRST AND SOUTH,GREENPORT,11944.0,2024-10-28 19:35:00,15,10,4,1,1,0,0,1,0,0,0,0.0,-1.0,10,0,0,61.0,37.0,49.0,0.0,0
FA0000101,INLET SEAFOOD RESTAURANT,MONTAUK,11954.0,2024-09-09 22:31:00,27,18,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,0,0,76.0,49.0,62.5,0.0,1
FA0000101,INLET SEAFOOD RESTAURANT,MONTAUK,11954.0,2025-10-16 21:05:00,29,17,5,1,1,0,0,1,1,27,18,27.0,401.0,10,3,0,,,,,1
FA0000102,HAMPTON COFFEE COMPANY #2,WESTHAMPTON BEACH,11978.0,2024-06-18 14:41:00,13,5,5,1,1,0,0,1,0,0,0,0.0,-1.0,6,1,1,80.0,71.0,75.5,0.0,0
FA0000102,HAMPTON COFFEE COMPANY #2,WESTHAMPTON BEACH,11978.0,2025-02-25 17:09:00,8,3,4,1,1,0,0,1,1,13,5,13.0,252.0,2,1,0,,,,,0
FA0000103,ZOE HOSPITALITY,WATERMILL,11976.0,2025-08-25 20:16:00,7,6,3,1,1,0,0,0,0,0,0,0.0,-1.0,8,0,1,,,,,0
FA0000105,ELAIA ESTIATORIO,BRIDGEHAMPTON,11932.0,2024-05-09 00:33:00,26,20,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,3,0,68.0,52.0,60.0,0.0,1
FA0000105,ELAIA ESTIATORIO,BRIDGEHAMPTON,11932.0,2025-11-07 21:10:00,19,7,5,1,1,0,0,1,1,26,20,26.0,547.0,11,4,0,,,,,1
FA0000106,BROOKHAVEN LEARNING CENTER,BELLPORT,11713.0,2024-05-03 15:00:00,2,1,2,0,0,0,0,1,0,0,0,0.0,-1.0,5,4,0,59.0,47.0,53.0,0.0,0
FA0000106,BROOKHAVEN LEARNING CENTER,BELLPORT,11713.0,2025-03-18 18:14:00,6,5,2,1,0,0,0,0,1,2,1,2.0,319.0,3,1,0,,,,,0
FA0000107,SABROSA MEXICAN GRILL,WATER MILL,11976.0,2024-02-09 20:18:00,6,3,4,1,0,0,0,1,0,0,0,0.0,-1.0,2,4,0,51.0,28.0,39.5,0.0,0
FA0000107,SABROSA MEXICAN GRILL,WATER MILL,11976.0,2025-04-10 19:50:00,12,5,3,0,1,0,0,1,1,6,3,6.0,425.0,4,3,0,,,,,0
FA0000109,LUCHARITOS CENTER MORICHES,CENTER MORICHES,11934.0,2024-05-17 20:29:00,24,11,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,4,0,75.0,56.0,65.5,0.02,1
FA0000110,SOUTHOLD MEDITERRANEAN RESTAURANT,SOUTHOLD,11971.0,2024-10-11 19:45:00,15,6,5,1,1,0,0,0,0,0,0,0.0,-1.0,10,4,0,69.0,40.0,54.5,0.0,0
FA0000111,OAKDALE YACHT CLUB,OAKDALE,11769.0,2024-06-16 16:44:00,6,3,3,0,1,0,0,1,0,0,0,0.0,-1.0,6,6,1,74.0,57.0,65.5,0.0,0
FA0000111,OAKDALE YACHT CLUB,OAKDALE,11769.0,2025-07-30 21:53:00,19,8,5,1,1,0,0,1,1,6,3,6.0,409.0,7,2,1,,,,,1
FA0000112,JUICE N BLENDZ,BABYLON,11702.0,2024-11-22 20:29:00,3,1,2,0,0,0,0,1,0,0,0,0.0,-1.0,11,4,0,46.0,38.0,42.0,0.14,0
FA0000113,SEN RESTAURANT,SAG HARBOR,11963.0,2024-03-27 18:58:00,16,9,6,1,1,0,0,1,0,0,0,0.0,-1.0,3,2,0,56.0,39.0,47.5,0.0,0
FA0000113,SEN RESTAURANT,SAG HARBOR,11963.0,2025-02-21 19:29:00,16,10,6,1,1,0,0,1,1,16,9,16.0,331.0,2,4,0,,,,,0
FA0000114,NAVY BEACH,MONTAUK,11954.0,2024-08-12 21:08:00,25,12,6,1,1,0,0,1,0,0,0,0.0,-1.0,8,0,1,80.0,59.0,69.5,0.0,1
FA0000114,NAVY BEACH,MONTAUK,11954.0,2025-08-01 17:29:00,32,16,8,1,1,0,0,1,1,25,12,25.0,353.0,8,4,1,,,,,1
FA0000115,AMALFI COASTAL KITCHEN & COCKTAILS,HAMPTON BAYS,11946.0,2024-07-30 13:05:00,25,12,6,1,1,0,0,1,0,0,0,0.0,-1.0,7,1,1,82.0,73.0,77.5,0.0,1
FA0000115,AMALFI COASTAL KITCHEN & COCKTAILS,HAMPTON BAYS,11946.0,2025-05-08 22:07:00,30,13,5,1,1,0,0,1,1,25,12,25.0,282.0,5,3,0,,,,,1
FA0000115,AMALFI COASTAL KITCHEN & COCKTAILS,HAMPTON BAYS,11946.0,2025-09-19 22:54:00,28,14,5,1,1,0,0,1,2,55,25,27.5,134.0,9,4,0,,,,,1
FA0000116,M & R DELICATESSEN,EAST HAMPTON,11937.0,2024-02-16 19:23:00,17,8,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,4,0,41.0,30.0,35.5,0.0,1
FA0000116,M & R DELICATESSEN,EAST HAMPTON,11937.0,2025-04-30 17:30:00,16,11,5,1,1,0,0,1,1,17,8,17.0,438.0,4,2,0,,,,,0
FA0000117,PETE'S TAVERNA,RIVERHEAD,11901.0,2024-10-03 19:50:00,15,8,5,1,1,0,0,1,0,0,0,0.0,-1.0,10,3,0,73.0,50.0,61.5,0.0,0
FA0000117,PETE'S TAVERNA,RIVERHEAD,11901.0,2025-11-14 19:01:00,13,7,6,1,1,0,0,1,1,15,8,15.0,406.0,11,4,0,,,,,0
FA0000118,CASA AMIGOS RESTAURANTE,GREENPORT,11944.0,2024-03-21 21:08:00,10,9,4,1,1,0,0,1,0,0,0,0.0,-1.0,3,3,0,42.0,29.0,35.5,0.0,0
FA0000119,SALT-WATERFRONT BAR & GRILL,SHELTER ISLAND,11964.0,2024-07-22 18:18:00,20,12,6,1,1,0,0,1,0,0,0,0.0,-1.0,7,0,1,83.0,68.0,75.5,0.0,1
FA0000119,SALT-WATERFRONT BAR & GRILL,SHELTER ISLAND,11964.0,2025-07-14 19:53:00,17,13,5,1,1,0,0,1,1,20,12,20.0,357.0,7,0,1,,,,,1
FA0000120,RUTA OAXACA MEXICAN CUISINE,PATCHOGUE,11772.0,2024-01-26 19:23:00,21,15,5,1,1,0,0,1,0,0,0,0.0,-1.0,1,4,0,45.0,42.0,43.5,0.28,1
FA0000120,RUTA OAXACA MEXICAN CUISINE,PATCHOGUE,11772.0,2025-08-22 17:08:00,15,7,4,1,1,0,0,1,1,21,15,21.0,573.0,8,4,1,,,,,0
FA0000121,THE IVY,HUNTINGTON,11743.0,2024-02-02 20:46:00,16,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,4,0,43.0,37.0,40.0,0.09,0
FA0000121,THE IVY,HUNTINGTON,11743.0,2025-09-10 13:49:00,31,18,4,1,1,0,0,1,1,16,9,16.0,585.0,9,2,0,,,,,1
FA0000123,VERDE KITCHEN AND COCKTAILS,BAY SHORE,11706.0,2024-11-07 20:37:00,13,6,5,1,1,0,0,1,0,0,0,0.0,-1.0,11,3,0,74.0,45.0,59.5,0.0,0
FA0000124,CORINNE'S CONCEPTS IN CATERING,HUNTINGTON STATION,11746.0,2024-01-03 17:54:00,4,0,3,0,0,0,0,1,0,0,0,0.0,-1.0,1,2,0,44.0,24.0,34.0,0.0,0
FA0000124,CORINNE'S CONCEPTS IN CATERING,HUNTINGTON STATION,11746.0,2025-06-18 14:43:00,7,4,5,1,1,0,0,1,1,4,0,4.0,531.0,6,2,1,,,,,0
FA0000125,SAMMY'S,MONTAUK,11954.0,2024-08-19 17:35:00,4,3,3,1,1,0,0,0,0,0,0,0.0,-1.0,8,0,1,84.0,68.0,76.0,1.14,0
FA0000125,CAPS SEAFOOD RESTAURANT,MONTAUK,11954.0,2025-08-07 19:52:00,21,11,5,1,1,0,0,1,1,4,3,4.0,353.0,8,3,1,,,,,1
FA0000126,THE HAMPTON MAID,HAMPTON BAYS,11946.0,2024-04-19 16:59:00,13,8,4,1,1,0,0,1,0,0,0,0.0,-1.0,4,4,0,54.0,45.0,49.5,0.0,0
FA0000126,THE HAMPTON MAID,HAMPTON BAYS,11946.0,2025-05-02 17:17:00,18,10,6,1,1,0,0,1,1,13,8,13.0,378.0,5,4,0,,,,,1
FA0000129,NORTH TAVERN,WADING RIVER,11792.0,2024-04-25 19:06:00,13,4,5,1,1,0,0,1,0,0,0,0.0,-1.0,4,3,0,51.0,34.0,42.5,0.0,0
FA0000133,PIGS ON A WING,LINDENHURST,11757.0,2024-05-22 18:59:00,11,6,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,2,0,76.0,60.0,68.0,0.0,0
FA0000133,PIGS ON A WING,LINDENHURST,11757.0,2025-09-19 19:07:00,7,5,5,1,1,0,0,1,1,11,6,11.0,485.0,9,4,0,,,,,0
FA0000136,VILLAGE IDIOT PUB,PATCHOGUE,11772.0,2024-10-02 20:38:00,28,11,5,1,1,0,0,1,0,0,0,0.0,-1.0,10,2,0,69.0,50.0,59.5,0.0,1
FA0000136,VILLAGE IDIOT PUB,PATCHOGUE,11772.0,2025-10-15 19:33:00,20,12,5,1,1,0,0,1,1,28,11,28.0,377.0,10,2,0,,,,,1
FA0000138,GOURMET BURGER BISTRO,PORT JEFFERSON,11777.0,2024-09-26 20:02:00,14,4,6,0,1,0,0,1,0,0,0,0.0,-1.0,9,3,0,73.0,65.0,69.0,0.01,0
FA0000139,FRESH FLAVORS,AMAGANSETT,11937.0,2024-05-09 03:27:00,10,1,4,1,0,0,0,1,0,0,0,0.0,-1.0,5,3,0,68.0,52.0,60.0,0.0,0
FA0000139,FRESH FLAVORS,AMAGANSETT,11937.0,2025-05-07 16:40:00,10,5,5,1,1,0,0,1,1,10,1,10.0,363.0,5,2,0,,,,,0
FA0000141,TEXAS ROADHOUSE,DEER PARK,11729.0,2024-10-22 21:33:00,14,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,10,1,0,82.0,53.0,67.5,0.0,0
FA0000142,BIVIO,HUNTINGTON,11743.0,2025-02-06 15:16:00,18,8,6,1,1,0,0,1,0,0,0,0.0,-1.0,2,3,0,,,,,1
FA0000143,DUNKIN,EAST NORTHPORT,11731.0,2024-09-27 14:57:00,15,9,6,1,1,0,0,1,0,0,0,0.0,-1.0,9,4,0,74.0,64.0,69.0,0.0,0
FA0000143,DUNKIN,EAST NORTHPORT,11731.0,2025-11-06 16:58:00,21,9,5,1,1,0,0,1,1,15,9,15.0,405.0,11,3,0,,,,,1
FA0000144,KYURAMEN,HUNTINGTON,11743.0,2024-07-24 15:49:00,7,2,4,0,1,0,0,1,0,0,0,0.0,-1.0,7,2,1,82.0,73.0,77.5,0.0,0
FA0000144,KYURAMEN,HUNTINGTON,11743.0,2025-08-26 19:12:00,7,5,4,1,1,0,0,1,1,7,2,7.0,398.0,8,1,1,,,,,0
FA0000145,BUTTER COOKY BAKERY OF HUNTINGTON,HUNTINGTON,11743.0,2024-07-29 19:39:00,34,17,6,1,1,0,0,1,0,0,0,0.0,-1.0,7,0,1,80.0,65.0,72.5,1.23,1
FA0000145,BUTTER COOKY BAKERY OF HUNTINGTON,HUNTINGTON,11743.0,2025-06-11 17:07:00,17,10,4,1,0,0,0,1,1,34,17,34.0,316.0,6,2,1,,,,,1
FA0000147,PRIME BURGER BAR,COMMACK,11725.0,2024-09-10 20:12:00,21,15,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,1,0,79.0,56.0,67.5,0.0,1
FA0000150,SEBONACK GOLF CLUB,SOUTHAMPTON,11968.0,2024-08-30 17:38:00,15,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,4,1,75.0,63.0,69.0,0.0,0
FA0000150,SEBONACK GOLF CLUB,SOUTHAMPTON,11968.0,2025-06-12 19:39:00,10,3,5,1,1,0,0,1,1,15,9,15.0,286.0,6,3,1,,,,,0
FA0000151,WHISKEY NEAT,PATCHOGUE,11772.0,2024-09-27 19:31:00,18,9,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,4,0,74.0,64.0,69.0,0.0,1
FA0000151,WHISKEY NEAT,PATCHOGUE,11772.0,2025-09-24 19:53:00,15,8,5,1,1,0,0,1,1,18,9,18.0,362.0,9,2,0,,,,,0
FA0000152,SANT AMBROEUS,SOUTHAMPTON,11968.0,2024-08-27 18:25:00,27,11,6,1,1,0,0,1,0,0,0,0.0,-1.0,8,1,1,84.0,62.0,73.0,0.0,1
FA0000152,SANT AMBROEUS,SOUTHAMPTON,11968.0,2025-07-31 20:40:00,23,10,5,1,1,0,0,1,1,27,11,27.0,338.0,7,3,1,,,,,1
FA0000153,GOSMAN'S RESTAURANT & BAR,MONTAUK,11954.0,2024-05-15 20:05:00,26,16,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,2,0,62.0,57.0,59.5,1.34,1
FA0000153,BAGATELLE AT GOSMAN'S,MONTAUK,11954.0,2025-07-10 00:44:00,30,15,7,1,1,0,0,1,1,26,16,26.0,420.0,7,3,1,,,,,1
FA0000154,THE OLD MILL INN,MATTITUCK,11952.0,2025-02-06 16:27:00,7,1,3,1,1,0,0,1,0,0,0,0.0,-1.0,2,3,0,,,,,0
FA0000154,THE OLD MILL INN,MATTITUCK,11952.0,2025-05-24 19:43:00,7,4,3,1,0,0,0,0,1,7,1,7.0,107.0,5,5,0,,,,,0
FA0000155,CORAM COUNTRY LANES,CORAM,11727.0,2024-09-03 19:29:00,7,5,5,1,1,0,0,1,0,0,0,0.0,-1.0,9,1,0,74.0,51.0,62.5,0.0,0
FA0000155,CORAM COUNTRY LANES,CORAM,11727.0,2025-06-18 04:00:00,3,2,3,1,1,0,0,0,1,7,5,7.0,287.0,6,2,1,,,,,0
FA0000156,WESTLAKE FISH HOUSE,MONTAUK,11954.0,2024-05-16 22:28:00,16,11,5,1,1,0,0,1,0,0,0,0.0,-1.0,5,3,0,62.0,57.0,59.5,0.27,0
FA0000156,WESTLAKE FISH HOUSE,MONTAUK,11954.0,2025-07-16 23:06:00,14,9,5,1,1,0,0,1,1,16,11,16.0,426.0,7,2,1,,,,,0
FA0000157,DUKE'S,MONTAUK,11954.0,2024-05-09 17:41:00,19,9,6,1,1,0,0,1,0,0,0,0.0,-1.0,5,3,0,68.0,52.0,60.0,0.0,1
FA0000157,DUKE'S,MONTAUK,11954.0,2025-06-20 20:35:00,14,7,7,1,1,0,0,1,1,19,9,19.0,407.0,6,4,1,,,,,0
FA0000158,TOWN LINE BBQ,SAGAPONACK,11962.0,2024-10-15 18:17:00,19,9,6,1,1,0,0,1,0,0,0,0.0,-1.0,10,1,0,60.0,39.0,49.5,0.0,1
FA0000158,TOWN LINE BBQ,SAGAPONACK,11962.0,2025-10-14 19:52:00,17,11,4,1,1,0,0,1,1,19,9,19.0,364.0,10,1,0,,,,,1
FA0000159,BOUNCE BEACH MONTAUK,MONTAUK,11954.0,2024-08-14 19:46:00,17,13,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,2,1,86.0,63.0,74.5,0.0,1
FA0000159,BOUNCE BEACH MONTAUK,MONTAUK,11954.0,2025-07-31 23:05:00,21,11,5,1,1,0,0,1,1,17,13,17.0,351.0,7,3,1,,,,,1
FA0000162,GUAVA TROPICAL,HAMPTON BAYS,11946.0,2024-04-10 01:36:00,30,19,5,1,1,0,0,1,0,0,0,0.0,-1.0,4,2,0,61.0,47.0,54.0,0.0,1
FA0000162,GUAVA TROPICAL,HAMPTON BAYS,11946.0,2025-02-04 23:36:00,29,16,5,1,1,0,0,1,1,30,19,30.0,300.0,2,1,0,,,,,1
FA0000162,GUAVA TROPICAL,HAMPTON BAYS,11946.0,2025-11-05 23:38:00,26,12,5,1,1,0,0,1,2,59,35,29.5,274.0,11,2,0,,,,,1
FA0000164,RIGATONI'S PIZZA & PASTA,HAUPPAUGE,11788.0,2024-02-29 16:21:00,18,10,5,1,1,0,0,1,0,0,0,0.0,-1.0,2,3,0,44.0,30.0,37.0,0.02,1
FA0000164,RIGATONI'S PIZZA & PASTA,HAUPPAUGE,11788.0,2025-02-04 14:47:00,13,6,5,1,0,0,0,1,1,18,10,18.0,340.0,2,1,0,,,,,0
FA0000164,KC'S PIZZA AND WINGS - HAUPPAUGE,HAUPPAUGE,11788.0,2025-07-09 19:23:00,15,9,5,1,1,0,0,1,2,31,16,15.5,155.0,7,2,1,,,,,0
FA0000165,OLD STOVE PUB,SAGAPONACK,11962.0,2024-08-05 13:32:00,19,14,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,0,1,89.0,70.0,79.5,0.0,1
FA0000165,OLD STOVE PUB,SAGAPONACK,11962.0,2025-08-13 23:30:00,22,15,5,1,1,0,0,1,1,19,14,19.0,373.0,8,2,1,,,,,1
FA0000166,CURRY CLUB AT SAGHAR,PORT JEFFERSON,11777.0,2024-07-02 21:54:00,27,17,5,1,1,0,0,1,0,0,0,0.0,-1.0,7,1,1,85.0,61.0,73.0,0.0,1
FA0000167,FENIKS,SOUTHAMPTON,11968.0,2025-07-29 14:19:00,1,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,7,1,1,,,,,0
FA0000168,MOBY'S,EAST HAMPTON,11937.0,2024-08-14 00:12:00,30,21,5,1,1,0,0,1,0,0,0,0.0,-1.0,8,2,1,86.0,63.0,74.5,0.0,1
FA0000168,MOBY'S,EAST HAMPTON,11937.0,2025-08-15 21:39:00,29,15,5,1,1,0,0,1,1,30,21,30.0,366.0,8,4,1,,,,,1
